headline,lead_paragraph,pub_date,web_url,word_count
Head of Home to Be Installed,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9D07EED9143FE731A25756C1A9679C946192D6CF,46
POSITION ON FORMOSA LEAVES G.O.P. 'ON LIMB'; Hasty Demand for Defense of the Island Is Now Seen as a Blow to Its Foreign Policy Campaign FAILURE OF BIPARTISANSHIP Western Imperialism Resented Offense Lost by GOP Real Issue Buried Republicans Spoke Too Soon,"WASHINGTON, Jan. 14--Have important Republican leaders, who include former President Hoover and Senators Robert A. Taft, H. Alexander Smith and William F. Knowland, imperiled their party's campaign against the Administration's China record by the proposals they have made to keep Formosa out of the hands of the Communist Government at Peiping?",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F01E1D8143FE731A25756C1A9679C946192D6CF,1186
AUTHORS AID C.T.P. DRIVE ON COSTS; Reluctant Angels AUTHORS AID C.T.P. DRIVE ON COSTS,"MORE than a year ago, when the Committee of Theatrical Producers was organized, Leland Hayward, its chairman, remarked it must prove that producers are intelligent business men, ""not half messenger boys and half idiots."" Last week came evidence that Broadway's managers had finally learned to look a ledger in both columns without screaming for check-winged angels.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9905E5D8143FE731A25756C1A9679C946192D6CF,1071
Obituary 9 -- No Title,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9901E6D8143FE731A25756C1A9679C946192D6CF,418
A Note of Murder,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9807E7D7143FE731A25756C1A9679C946192D6CF,169
VIRGIN ISLES BOOM; Government Moves to Inspire Tourist Traffic and Expand Local Industry,"SAINT CROIX, V.I.--Recognizing that the constantly increasing tourist trade will require many more accommoda tions--both in the way of rooms ...",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9406E2D7143FE731A25756C1A9679C946192D6CF,650
"BOND MART AWAITS ROCK ISLAND ISSUE; Wonders How Close Line Will Get to 3% Interest Level in $55,000,000 Flotation THREE SYNDICATES TO BID Street Worried That Bankers May Put Price Too High to Allow Ready Resale Road Coming Up Again Credit Stimulus Seen BOND MART AWAITS ROCK ISLAND ISSUE",The new look of investor confidence that railroad securities have been taking on recently is likely to be intensified this week by a financial transaction of much interest to the bond market.,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9A01E3D8143FE731A25756C1A9679C946192D6CF,957
NOTES ON SCIENCE; Radio Waves Pasteurize Cheese --A Measure of Vitamins RADIOED CHEESE--,"Drs. F.V. Kosikowsky, B.L. Herrington and A.C. Dahlberg, all of Cornell, pasteurize ripened cheese with radio waves. It is much easier to sterilize ten pounds of wrapped or unwrapped cheese in the new way than to pasteurize the 100 pounds of milk from which it is made.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9505E0D8143FE731A25756C1A9679C946192D6CF,467
BARNARD FUND LUNCHEON; Mrs. Ogden R. Reid Entertains for Development Drive Aides,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9503EED9143FE731A25756C1A9679C946192D6CF,171
Hammond--Saurwein,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9507E7D8143FE731A25756C1A9679C946192D6CF,95
GARDEN CALENDAR,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9405E3D8143FE731A25756C1A9679C946192D6CF,320
NEW YORK'S SKIING; Belleayre Mountain Brings Total of State's Winter Sports Areas to Sixty-Four,"PINE HILL, N.Y.--Completion of the 3,032-foot chairlift at the Belleayre Mountain Ski Center here a few days ago marked the end, for this season, of preparations throughout New York State for a big winter sports year.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C02E2D7143FE731A25756C1A9679C946192D6CF,759
Article 4 -- No Title,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9A0CEED8143FE731A25756C1A9679C946192D6CF,0
JANET HOULEY TO BE WED; Troth of Smith Alumna to Peter R. Spokes Is Announced,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9E04E7D8143FE731A25756C1A9679C946192D6CF,113
Confederacy Group to Meet,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9805EED9143FE731A25756C1A9679C946192D6CF,51
Other Books of the Week,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9906E7D7143FE731A25756C1A9679C946192D6CF,1347
Advertising Man to Head Rutgers Fund Committee,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9E00EFD9143FE731A25756C1A9679C946192D6CF,88
City Urged to Limit Subsidized Housing Lest Competition Harm Private Builders,"The extent to which New York City plans to go in subsidizing rental housing will determine in a large measure the number of units in the moderate rental field that can be erected by private builders, Joseph M. Viertel of the M. Shapiro Son Construction Company, declared yesterday.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9401E6D7143FE731A25756C1A9679C946192D6CF,270
O'Brien--Finch,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9A02E7D8143FE731A25756C1A9679C946192D6CF,128
Aid for Job Hunters,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C02E1D9143FE731A25756C1A9679C946192D6CF,114
Summary of the Day,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F0DE3D8143FE731A25756C1A9679C946192D6CF,66
"REPORT FROM THE NATION: THE REACTION TO AMERICAN POLICY IN CHINA; WEST IS MORE CRITICAL Popular Feeling Is That the Administration Did-Not Keep the Public Informed EAST, SOUTH BACK TRUMAN While Distaste for Communist Regime Is Universal, Few Dispute Formosa Stand NEW ENGLAND THE DEEP SOUTH CENTRAL STATES THE MIDDLE WEST MOUNTAIN STATES THE PACIFIC COAST",Regional correspondents of THE NEW YORK TIMES were asked this week to sound out the sentiments of people in their areas regarding the handling of the Far East situation by the Truman Administration. Their reports follow.,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C0DE1D8143FE731A25756C1A9679C946192D6CF,1410
Murals Tracing History of Jewelry Trade To Adorn Walls of Latest Exchange Here,"In a modernization job representing an investment of $450,000, including the value of the property, the two buildings at 185-87 Canal Street and 99 Mott Street are being combined to provide space for one of the largest jewelry",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9A00E7D7143FE731A25756C1A9679C946192D6CF,378
ATOM BOARD PICKS CHIEF OF SECURITY; NAMED FOR NEW POST,"WASHINGTON, Jan. 14 (AP)-- Ganson Purcell, former chairman of the Securities and Exchange Commission, today was named head of the Atomic Energy Commission's Personnel Security Review Board.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9E05E1D9143FE731A25756C1A9679C946192D6CF,591
"Expansion of Two-Year Colleges; Dr. James B. Conant, president of Harvard University, urged last week the expansion of two-year community colleges, which are designed to meet the needs of students who cannot attend the regular four-year schools.",,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9A05E0D8143FE731A25756C1A9679C946192D6CF,441
"WHETHER TO GO NORTH OR SOUTH; Some Like Winter Hot and Some Like It Cold, Which Is Why There Are Snowbirds and Sun Followers amd Plenty of Resorts for Both",ONE of the most passionate North-South controversies since the Second Battle of Bull Run is the seasonal dispute between winter vacationists who follow the sun and those who seek the snow.,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=980DE4D7143FE731A25756C1A9679C946192D6CF,1142
AT CABINET MEETING IN 10 DOWNING STREET,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F07E1D9143FE731A25756C1A9679C946192D6CF,45
"EARLY WRIT ACTION ON LEWIS EXPECTED; Denham Will Accuse U.M.W. of Unfair Practices and Ask Injunction, Capital Hears Four U.S. Lawyers on Case Court Empowered to Act Court Might Bar Demands","WASHINGTON, Jan. 14--Soft coal operators expect to see court action started against John L. Lewis by midweek.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9B05EFD9143FE731A25756C1A9679C946192D6CF,819
DIVIDENDS ANNOUNCED,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=980DE3D8143FE731A25756C1A9679C946192D6CF,148
"EDUCATION IN REVIEW; Colleges Concerned by Medical School Quotas, U.S. Scholarships and Tax-Exempt Income","CINCINNATI, Jan. 14--One thousand leading college presidents, deans, administrators and other key figures in American higher education assembled here this week under the auspices of the Association of American Colleges and the American Conference of Academic Deans to discuss the major problems that confront them.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9905E0D8143FE731A25756C1A9679C946192D6CF,1268
SIZABLE BUDGET CUTS WILL BE HARD TO FIND; Figures Given to Congress by Truman Will Trouble the Economy-Minded,"WASHINGTON, Jan. 14--The annual Congressional ceremony of whetting the economy knife got under way according to schedule President Truman's six-pound, $42.4 billion budget.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=990DE1D8143FE731A25756C1A9679C946192D6CF,1304
GOING UPHILL THE EASY WAY,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F00E2D7143FE731A25756C1A9679C946192D6CF,219
"COMIC ON THE WAY UP; Jack Carter, a Young Wag, Has a Fresh Approach to Running a Variety Show Versatility Tribulations","COMEDIAN Jack Carter is pretty much a child of television. Although he knocked around in show business be fore tangling with TV, it's the coaxial cable and kinescope circuit which are shuttling him from semiobscurity to budding prominence in the public eye.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9D01E4D8143FE731A25756C1A9679C946192D6CF,984
East Germans Map Peiping Pact,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C0DE2D9143FE731A25756C1A9679C946192D6CF,33
$10 FINE IN RACIAL CASE; New York Youth at Lincoln U. Is Cited in Movie Seat Row,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C03EFD9143FE731A25756C1A9679C946192D6CF,167
ACCORD IS REACHED OVER TENNIS DATES; West Side Club Agreeable at Eastern Meeting to Early Closing Asked by Coast ACCORD IS REACHED OVER TENNIS DATES,"At the end of one of the most harmonious annual meetings of the Eastern Lawn Tennis Association, the West Side Tennis Club went on record yesterday as having no objection to holding the 1950 national championships at the same early date as last summer.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F07E0D8143FE731A25756C1A9679C946192D6CF,829
INQUIRY IN GLIDER CRASH; Air Force Seeks Cause of Dive That Killed 13 Men,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9E04E0D9143FE731A25756C1A9679C946192D6CF,194
"LUCE 'INTERESTED' IN SENATE CONTEST; Publisher Considers Opposing Benton but Not McMahon, G.O.P. Leaders Say Neither Has Run Before","HARTFORD, Jan. 14--Henry R. Luce, editor in chief of Time, Life and Fortune magazines, has a ""definite interest"" in running for the United States Senate this year, state Republican leaders said today.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9506E0D9143FE731A25756C1A9679C946192D6CF,545
BOAT SHOW CLOSES A SUCCESSFUL RUN; Heavy Sale of Pleasure Craft During Exhibition Indicates Big Season in 1950 BOAT SHOW CLOSES A SUCCESSFUL RUN,"The 40th animal Motor Boat Show, which dropped its anchor Jan. 6 at Grand Central Palace, finished a highly successful eightday run last night in the same balmy, spring-like weather that marked its advent and served as an unmistakable reminder that summer vacation days will soon be here.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C06E0D8143FE731A25756C1A9679C946192D6CF,473
BYRNES WILL SEEK GOVERNOR'S CHAIR; ANNOUNCES CANDIDACY,"SPARTANBURG, S.C., Jan. 14 --James F. Byrnes, former Secretary of State, announced tonight that he would be a candidate for the Democratic nomination for Governor of South Carolina this year.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9D06E2D9143FE731A25756C1A9679C946192D6CF,876
Michels--Gordon,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C06E7D8143FE731A25756C1A9679C946192D6CF,60
"WEEK'S BEST PROMOTIONS; Chairs, Sheets and Foundations Lead List of Offerings",,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9B03E2D8143FE731A25756C1A9679C946192D6CF,219
COMMITTEE AIDES WILL MEET AT TEA; Groups Helping Veterans Music Service Benefit of Ice Revue to Be Guests Wednesday,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9904E6D8143FE731A25756C1A9679C946192D6CF,223
HAROLD B. WEINSTEIN TO WED MISS KENION,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9E02E7D8143FE731A25756C1A9679C946192D6CF,149
BRITAIN EXPECTING A CLOSE ELECTION; Voters Apply the Test of How the Present System Affects Their Personal Welfare Interests of the Voters The Critical Third Labor Sees No Landslide Election Well Timed,"LONDON, Jan. 14--On Feb. 23 Great Britain will give its verdict on socialism. After five years of nationalization, planned economy and the development of the ""welfare state,"" the people of this country will decide whether they want to continue the experiment.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F02E1D8143FE731A25756C1A9679C946192D6CF,985
THE FINANCIAL WEEK; Break in Stock Prices Halts Seven-Month Rise-- Tax Message Due This Week,"The stock market last week sustained its first major setback since last June. After seven months of rising prices, the turnabout caught traders off balance with its suddenness, and the market broke out of bounds in the broadest trading in the history of the New York ...",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9D01E3D8143FE731A25756C1A9679C946192D6CF,700
Big Brother Week Opens Today,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9B00E0D9143FE731A25756C1A9679C946192D6CF,41
MAIN MOTOR ROUTES THAT LEAD SOUTH,THERE are three principal routes that can be recom mended to the motorist planning a journey from New York to Florida or other southern resort areas.,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9807E3D7143FE731A25756C1A9679C946192D6CF,1726
A CHOICE OF CRUISES; Long and Short Voyages to the South Are Listed at Prices Lower Than Last Year,THIS is the time when the winter cruise season calls for full steam ahead and the dockside consumption of serpentine and confetti reaches its annual peak.,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C05E3D7143FE731A25756C1A9679C946192D6CF,566
IRENE F. ROSEN FIANCEE; Senior at Syracuse to Become Bride of Harold Rosenblum,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F04E7D8143FE731A25756C1A9679C946192D6CF,104
EXPERIMENT IN STONE,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=980CEED8143FE731A25756C1A9679C946192D6CF,122
De Gasperi Accepts Bid To Form a New Cabinet,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9A0CE2D9143FE731A25756C1A9679C946192D6CF,176
COMET YACHTSMEN ELECT DR. HAINES; Racing Association Votes New President--Wolcott Honored as Champion of 1949,The annual meeting of the Comet Class Yacht Racing Association at the New York Yacht Club last night produced an election of officers headed by Dr. Wilbur H. Haines of Philadelphia and dates for the national championships ...,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=950CE0D8143FE731A25756C1A9679C946192D6CF,496
SECRET INQUIRIES STIR WESTCHESTER; Two Extra Grand Juries Take Testimony on Robeson Case and on Big Gambling Raid Robeson Immunity Tally,"WHITE PLAINS, N.Y., Jan. 14 --Current investigations here by three Westchester grand juries are producing an unprecedented increase in secret sessions on the third floor of the county courthouse.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C07E0D9143FE731A25756C1A9679C946192D6CF,491
PSYCHIATRY CLINIC HELD SUCCESSFUL; 80% in Therapy Groups in Court of Domestic Relations Are Said to Show Gains Group Treatment Advanced Family Agency Plan Discussed,"More then 80 per cent of the children and parents who have received group therapy at the treatment clinic of the Court of Domestic Relations have showed substantial improvement, it was reported yesterday by Dr. Harris B. Peck, senior psychiatrist at the clinic.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9D07E6D8143FE731A25756C1A9679C946192D6CF,615
Son to Mrs. Howard Fisher Jr.,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F01E7D8143FE731A25756C1A9679C946192D6CF,64
HELEN ANGIER WED TO ROBERT KEYSER; MARRIED IN CHURCH,"MARION, Mass., Jan. 14--In St. Gabriel's Protestant Episcopal Church here this afternoon, Miss Helen Halkett Angier, daughter of Mrs. Donald Angier of Marion and Chestnut Hill, Mass., and the late Mr. Angier, was married to Robert Brent Keyser, son of Mrs. James McHenry of Baltimore and the late William McHenry Keyser. The ceremony was performed by the Rev. Charles L. Taylor Jr.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C0CEED9143FE731A25756C1A9679C946192D6CF,442
Daughter to the Curt de Jonges,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9E04E6D8143FE731A25756C1A9679C946192D6CF,56
MUSIC IN ARGENTINA,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C05E0D8143FE731A25756C1A9679C946192D6CF,252
Article 1 -- No Title,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9801EFD8143FE731A25756C1A9679C946192D6CF,0
Banned Red Paper Reappears,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9800E1D9143FE731A25756C1A9679C946192D6CF,51
Cooperstown Acreage Bought,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9E01E6D7143FE731A25756C1A9679C946192D6CF,44
PARIS CHATEAU OFFERED; Newport Owner Places French Estate on Market,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9901E6D7143FE731A25756C1A9679C946192D6CF,139
THE WEEK'S EVENTS; Paul Swan Back--Merce Cunningham Program,"THIS is a slender week in dance activities, with Shan kar and the Ballets de Paris both newly departed from their local seasons.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C01E5D8143FE731A25756C1A9679C946192D6CF,474
"GIRL COLLEGE AIDE, 21, IS FOUND MURDERED","LANCASTER, Pa., Jan. 14 (UP) --The battered body of Marian Baker, 21-year-old college secretary who disappeared last Tuesday, was found tonight in a heavily wooded section two miles south of here. Police said she was murdered.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=980DE1D9143FE731A25756C1A9679C946192D6CF,200
Art of the Chinese,"THE first, and most ambitious, of these books on Chinese art modestly promises a ""concise and yet complete account"" of this broad subject for the lay reader. And Mr. Munsterberg has indeed produced a volume that is both concise and full of information; moreover, he has related Chinese art monuments to the historical background, reli- ...",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F0CEED8143FE731A25756C1A9679C946192D6CF,791
WARM WEST INDIES; SETTING FOR A WEST INDIES HOLIDAY,"THE geography of the West Indies has not changed any, so it must be the habits of the American tourist that have been modified, principally by improved air transportation, so as to bring the Caribbean islands well into the orbit of winter vacation plans.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9A06E2D7143FE731A25756C1A9679C946192D6CF,859
"NEW U.N. AIDE CITES THE TASK OF WOMEN; Democracy Dependent on Full Responsibility for Them, Says Mrs. Olive Goldman","URBANA, Ill., Jan. 14--Mrs. Olive Remington Goldman, who has been nominated for United States representative on the Commission on the Status of Women of the United Nations Economic and Social Council, declared today that ""we cannot make democracy work until women carry their full share of responsibility.""",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=990CEFD9143FE731A25756C1A9679C946192D6CF,475
Pastor to Be Installed,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F06EFD9143FE731A25756C1A9679C946192D6CF,66
PICTURE CREDITS,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9904E7D7143FE731A25756C1A9679C946192D6CF,49
New Dress Business Opens,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9E07E1D8143FE731A25756C1A9679C946192D6CF,64
NASSAU HONEYMOON ON A $500 BUDGET,"A TROPICAL isle with a great white moon shining down through tall palm trees, sunny days to laze on broad beaches while the blue ocean breaks white on the sand--this is ...",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9806E2D7143FE731A25756C1A9679C946192D6CF,1061
Obituary 3 -- No Title,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9507E6D8143FE731A25756C1A9679C946192D6CF,260
UPWARD TREND SEEN IN NEW YORK REALTY,"Real estate sales and development should continue on an upward trend in the New York area an 1950, according to H. Robert Mandel, president of Abbott Adams, Inc. Despite national signs that the peak in realty was posed ...",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9405E6D7143FE731A25756C1A9679C946192D6CF,235
Solvay American's Gain,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9805E2D8143FE731A25756C1A9679C946192D6CF,34
BROOKLYN POLO VICTOR; Defeats Squadron A Troopers by 11-9 in Semi-Final,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F02E0D8143FE731A25756C1A9679C946192D6CF,151
Memorial to Samuel A. Baldwin,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9B07EFD9143FE731A25756C1A9679C946192D6CF,64
IN NEW TITLE POST,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9406E6D7143FE731A25756C1A9679C946192D6CF,31
"BONN GOVERNMENT MAKES BOLD BIDS FOR POWER; Concessions, for Which U.S. Is Held Responsible, Questioned by Allies Powerful Force Confident Attitude Rate of Growth U.S. Will Be Blamed Waning Opportunities","FRANKFORT, Jan. 14--Not long ago, a Frankfort housewife wrote to United States High Commissioner John J. McCloy asking him to end the daily firing of the sunset gun outside his headquarters. Mr. McCloy did so.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9A01E1D8143FE731A25756C1A9679C946192D6CF,1166
Cornell Trips Columbia Quintet by 69-49 As Ashbaugh Shines in Ivy League Battle; CORNELL FIVE TOPS COLUMBIA BY 69-49,"ITHACA, N.Y., Jan. 14--Cornell's basketball team, hitting on better than 40 per cent of its shots from the field, defeated Columbia, 69--49, in their Eastern Intercollegiate League game tonight.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9D06E0D8143FE731A25756C1A9679C946192D6CF,628
Presbyterian Groups to Meet,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F03E0D9143FE731A25756C1A9679C946192D6CF,61
ALONG THE HIGHWAYS AND BYWAYS OF FINANCE; In Reverse Success An Oddity TV in the Movies Grounded Straw in the Wind? New Trunk Line? Wall Street Chatter,"Just as his boss, Brig. Gen. David Sarnoff, chairman, tapped the market for radio in 1920, Frank M. Folsom as president of Radio Corporation of America is tapping the market for television today.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C03E3D8143FE731A25756C1A9679C946192D6CF,1898
MISS RUDENKO TOPS IN MOSCOW CHESS; Moves to 16-3 by Victory in 14th Round--Mme. Silans' Game Is Unfinished,"With a well-earned victory in the fourteenth round--her eighth-- Ludmilla Rudenko of Russia went into the lead with a score of 10--3 yesterday in the women's tournament for the chess championship of the world in Moscow, according to a report from London.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9A05EFD8143FE731A25756C1A9679C946192D6CF,404
"TEMPLES OBSERVE PHILANTHROPY DAY; Rabbis Ask Aid for Federation and Prepare People for Its Period of 'Dedication' Pharaohs of Power"" Opposed Religion As a ""Binding Force"" Basis Of Israel's Success Soviet Tactic Called Threat","Special sermons urging community-wide support of the $50,500,000 building fund and maintenance campaign of the Federation of Jewish Philanthropies of New York were preached yesterday by rabbis of the metropolitan area.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9907EED9143FE731A25756C1A9679C946192D6CF,509
THREE PEOPLE; 'The Member of the Wedding' Superbly Acted by an Excellent Company Dramatized Novel Three Chief Characters Joining Human Society Harold Clurman's Gifts,"EVERYONE recognizes the single deficiency that keeps Carson McCullers' ""The Member of the Wedding"" from being a thoroughly overwhelming play. It is static; it lacks the inner motion of a fully resolved piece of theatre work.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C05E5D8143FE731A25756C1A9679C946192D6CF,1160
C.I.O. WILL PRESS FOR AUTO PENSIONS; Auto Union Official Declares Noncontributory Aid Will Be Won From Makers,"CINCINNATI, Jan. 14 (AP)--The Ohio CIO Council convention was told today that noncontributory pensions for workers would be fought for and won from General Motors, Chrysler and International Harvester Corporations.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9901EED9143FE731A25756C1A9679C946192D6CF,245
"COAST TERMINAL IS NEARLY READY; Los Angeles to Open the First Unit of Its $10,000,000 Facilities in Spring Building 75% Completed 3,000-Car Parking Lot","LOS ANGELES, Jan. 14--The first unit of what is described as the world's most modern marine passenger and cargo terminal is nearing completion for occupancy this spring.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9A02E6D8143FE731A25756C1A9679C946192D6CF,567
Sentimental Journey,"""ROSIE took the landscape into herself as into a basket, throwing it away on either side, gentling the bends, and making nothing of hills and dips, meeting all the winds with a little sonant of remote contempt.""",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9B0DEED8143FE731A25756C1A9679C946192D6CF,842
Marriage Announcement 1 -- No Title,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9401E6D8143FE731A25756C1A9679C946192D6CF,1662
Saks-34th Names Buyers,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9805E1D8143FE731A25756C1A9679C946192D6CF,83
Week's Paper Ratio Increases,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F04E2D8143FE731A25756C1A9679C946192D6CF,95
Mrs. Norman D. Senk Has Child,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F0CEED9143FE731A25756C1A9679C946192D6CF,58
Birth Notice 1 -- No Title,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9B01E6D8143FE731A25756C1A9679C946192D6CF,1413
MISS K.J. ALVORD ENSIGN'S FIANCEE; TROTH MADE KNOWN,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=940CEED9143FE731A25756C1A9679C946192D6CF,195
KATHARYN FREEMAN ENGAGED TO BE WED,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9E01E7D8143FE731A25756C1A9679C946192D6CF,176
SOVIET FIGHT ON TSIANG TANGLES COUNCIL OF U.N.; Russian Delegate's Issue on Chinese Rule May Spill Over Into Special Session of the Assembly POSITION OF U S. IS NOT EASY Possible Special Session The Council Situation Issue of Recognition Chinese Tension Increases,"What may turn out to be one of the toughest internal debates of the United Nations has been precipitated by the Russian effort to remove Dr. T.F. Tsiang, Chinese Nationalist representative, as chairman of the Security Council True enough, the Soviet motion was beaten, as was expected even by the Russians, but the vote was interesting. The vote was six to three against the resolution of Jacob A. Malik, chief Russian delegate.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9901E1D8143FE731A25756C1A9679C946192D6CF,1247
FLEXIBLE INTEREST IS HELD 'ESSENTIAL'; Dr. Adams Deplores Par Peg on Treasury Bonds--Sees a Need for Compromise,"The Federal Reserve's policy during recent years of supporting Government bonds at prices of par or higher has tended to establish 2 per cent as a ""permanent limit to the flexibility of interest rates,"" according to Dr. E. Sherman Adams, economist.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9E02E3D8143FE731A25756C1A9679C946192D6CF,717
"REV. A.J. MUSTE HONORED; Birthday, Party and Reception for 65-Year-Old Liberal",,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9402EED9143FE731A25756C1A9679C946192D6CF,116
Rossellini Annulment Held Valid,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9C07EED9143FE731A25756C1A9679C946192D6CF,83
Mrs. Hibben Ziesing Has Child,,1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9F02E7D8143FE731A25756C1A9679C946192D6CF,47
REPUBLICANS PLAN 30TH CARD PARTY; Annual Event of the Committee of One Hundred to Be Held on Thursday at the Plaza,"The thirtieth annual card party under the auspices of the Republican Committee of One Hundred will be held on Thursday afternoon in the main ballroom of the Plaza. Mrs. Louis J. Ehret is charman, Mrs. Elston Pearce, vice chairman, and Miss Theodora Olcott, second vice chairman, of the executive committee for the event.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9D0CE7D8143FE731A25756C1A9679C946192D6CF,247
EXAMINING A 'LIVELY CORPSE'; Exaggeration Position New Format,"""WHERE is the newsreel headed?"" Ask a theatre operator and chances are he will re ply ""into oblivion."" Actually the theatre man doesn't exactly mean that in the literal sense.",1950-01-15,http://query.nytimes.com/gst/abstract.html?res=9B00E5D8143FE731A25756C1A9679C946192D6CF,908
